,V 1.0,,,,,,,,,,,,,
110,184,Medicinal Herb,薬草,3,80,8,0,Icon_Item_Crops_174,1,9,12,0,A wild herb with a bitter taste. Helps restore energy.,"野生する薬草。
苦いが、食べると回復する。
どっちを取るかはあなた次第。
近年この苦さが静かなブームを予感させる。"
102,185,Antidote Grass,毒消し草,3,150,6,0,Icon_Item_Crops_175,1,9,12,0,"Grass that instantly purifies poisons throughout the
body. Very bitter, but also very effective.","体中の毒を浄化する草。
とても苦い。
苦いが、食べると毒が治る。
良薬口に苦し。"
83,186,Black Grass,黒い草,3,120,5,3,Icon_Item_Crops_176,1,9,41,0,"Grass with a dull, mysterious glow like muffled black
light. Hard to see at night, so it's often stepped on.","あやしく黒光りする草。
夜になると、どこにあるかわからなくなって
しまうため、よく踏まれてしまう。"
91,187,Orange Grass,だいだい草,3,120,5,7,Icon_Item_Crops_177,1,9,82,0,"Grass as orange as the sun. Its bright color gives you
energy just by looking at it.","夏の太陽を思わせる草。
そのまぶしく鮮やかな色は、
見ているだけで元気になれる。"
69,188,Red Grass,赤い草,3,120,5,6,Icon_Item_Crops_178,1,9,57,0,"Grass of passion. Its red color helps it grow faster
than other grasses.","じょうねつの草。
昔から赤色は成長を早める効果があると
言われていて、他の草より早く育つ。"
79,189,Yellow Grass,黄の草,3,120,5,5,Icon_Item_Crops_179,1,9,57,0,"Grass which brings you luck. People carry it in hopes
that it will make them rich.","幸運を呼ぶと言われている草。
主に金運がアップするとして、
お守りがわりに持つ人もいる。"
67,190,Blue Grass,青い草,3,120,5,0,Icon_Item_Crops_180,1,9,12,0,"A nifty blue grass that's cold to the touch. Used in
medicine due to its soothing effect.","クールな草。
さわると少しひんやりしている。
落ち着く効果があると言われ、
薬品などにも使われる。"
107,191,Green Grass,緑の草,3,120,5,0,Icon_Item_Crops_181,1,9,12,0,"Plain green grass. Trying hard to change so people
will stop calling it boring.","グリーンな草、つまり普通の草。
色草の中でも個性がないと言われ続け、
そんな自分を変えようと努力している。"
109,192,Purple Grass,紫の草,3,120,5,1,Icon_Item_Crops_182,1,9,12,0,"A sophisticated purple grass. Has trouble getting
along with the other grasses due to its massive ego.","上品な草。
色草の中でもプライドが高く、お上品。
それゆえか、他の草とは仲が悪い。"
66,193,Indigo Grass,藍の草,3,120,5,4,Icon_Item_Crops_183,1,9,50,0,"Soothing grass that supposedly resolves arguments
just by being there.","見ているとなぜか落ち着く草。
ケンカをしている人たちの足元に、
ひっそりと生え、仲直りさせたという
伝説がある。"
88,194,White Grass,白い草,3,120,5,8,Icon_Item_Crops_184,1,9,100,0,"Beautiful grass of purest white. Hard to find in winter
since it blends in with the snow. Fragile, but noble.","うつくしい純白の草。
雪とまざって見つけにくいため、
気がつかない人も多い。
はかなくも気高い草。"
86,195,Weeds,雑草,3,30,1,0,Icon_Item_Crops_185,1,9,12,0,"Grows anywhere, anytime. It doesn't obey any rules.
It does its own thing. And that's why it's cool.","どこにでもいつでもどんな時も。
いつもはきらわれ者だけど、強く生きる
その姿勢に心打たれる人も多いとか。"
78,196,Withered Grass,枯草,3,100,1,0,Icon_Item_Crops_186,1,9,12,0,"Eating this grass would make you sick, but you can
improve soil quality with it. Not used much these
days.","食べると毒になってしまう枯れた草。
枯草と一緒に耕すと、土質が良くなる。
近年はあまり畑に使われなくなった。
「私はまだまだやれる、枯れてなどいない。」"
87,197,Ayngondaia Lawn,シナナサ草,3,0,33,5,Icon_Item_Crops_260,1,9,151,0,"A rare plant. Imbued with incredible vitality, rumor
has it that this bright bounty has rejuvenating
qualities.","非常に珍しい草。
強い生命力に溢れ、
持っていると生き返ることができると言う。"
331,200,Failed Dish,失敗作,5,15,2,0,Icon_Item_Food_167,1,1,12,1,"A failed dish that got burned. Edible, but tastes
pretty bad. Maybe you'll like it, though!","失敗して真っ黒けになってしまった料理。
一応、食べることができる。
その味はまさに失敗の味。
苦いかどうかはあなた次第。"
332,201,Disastrous Dish,超失敗作,5,1000,50,9,Icon_Item_Food_168,1,1,41,1,"How did such a blight upon foodkind come to be?
You can try eating it, but I sure wouldn't recommend
it...","何を作ろうとしてこんな事になるのか。
食べることができるかどうかさえ不明。
不明ながらも食べることができる。"
177,250,Masu Trout Sashimi,アマゴのおさしみ,6,210,17,1,Icon_Item_Food_013,1,1,12,1,Freshly sliced masu trout. Eat it with soy sauce.,"アマゴを生のまま切り、盛り付けた料理。
しょうゆなどの調味料につけて食べる。"
185,251,Char Sashimi,イワナのおさしみ,6,720,130,2,Icon_Item_Food_021,1,1,12,1,Freshly sliced char. Eat it with soy sauce.,"イワナを生のまま切り、盛り付けた料理。
しょうゆなどの調味料につけて食べる。"
187,252,Rainbow Trout Sashimi,ドクニジマスさし,6,1740,240,4,Icon_Item_Food_023,1,1,12,1,"Freshly sliced rainbow trout. Eat it with soy sauce. But
beware! It may still have poison in it...","ドクニジマスを生のまま切り、
盛り付けた料理。
しょうゆなどの調味料につけて食べる。
毒がまだ残っている。"
183,253,Salmon Sashimi,サケのおさしみ,6,570,100,2,Icon_Item_Food_019,1,1,12,1,Freshly sliced salmon. Eat it with soy sauce.,"サケを生のまま切り、盛り付けた料理。
しょうゆなどの調味料につけて食べる。"
178,254,Cherry Salmon Sashimi,ヤマメのおさしみ,6,240,21,1,Icon_Item_Food_014,1,1,12,1,Freshly sliced cherry salmon. Eat it with soy sauce.,"ヤマメを生のまま切り、盛り付けた料理。
しょうゆなどの調味料につけて食べる。"
199,255,Taimen Sashimi,イトウのおさしみ,6,68000,12200,13,Icon_Item_Food_035,1,1,0,1,Freshly sliced taimen. Eat it with soy sauce.,"イトウを生のまま切り、盛り付けた料理。
しょうゆなどの調味料につけて食べる。"
191,256,Snapper Sashimi,タイのおさしみ,6,8000,1980,8,Icon_Item_Food_027,1,1,12,1,Freshly sliced snapper. A symbol of good luck.,"タイを生のまま切り、盛り付けた料理。
縁起物としてだされる場合も多い。"
200,257,Glitter Snapper Sashimi,カガヤクおさしみ,6,120000,24000,15,Icon_Item_Food_036,1,1,0,1,"Freshly sliced glitter snapper. Sweet, but prohibitively
expensive due to its fabulousness.","カガヤキタイを惜しみなく丸ごとおさしみに。
そのまま食べても、ほのかな甘さがある
非常に高価な一品。"
194,258,Throbby Snapper Sashimi,トキメクおさしみ,6,21800,5400,11,Icon_Item_Food_030,1,1,0,1,"Mmm, precious throbby snapper! Eat without
seasonings.","貴重なトキメキタイのおさしみ。
他のおさしみとは違い、何もつけないで
食べるのが正しい食べ方とされている。"
181,259,Girella Sashimi,メジナのおさしみ,6,400,52,1,Icon_Item_Food_017,1,1,12,1,Freshly sliced girella. Eat it with soy sauce.,"メジナを生のまま切り、盛り付けた料理。
しょうゆなどの調味料につけて食べる。"
189,260,Skipjack Sashimi,カツオのおさしみ,6,3400,300,6,Icon_Item_Food_025,1,1,12,1,Freshly sliced skipjack. Often eaten with ginger.,"カツオを生のまま切り、盛り付けた料理。
わさびより、しょうがを付けることが多い。"
195,261,Yellowtail Sashimi,ブリのおさしみ,6,27000,6700,12,Icon_Item_Food_031,1,1,0,1,Freshly sliced yellowtail. Fatty and rich in taste.,"ブリを生のまま切り、盛り付けた料理。
脂がのっていて濃厚な味わい。"
197,262,Fatty Tuna Sashimi,大トロ,6,48000,9500,13,Icon_Item_Food_033,1,1,0,1,"The most expensive and delicious part of tuna. A
true delicacy!","マグロの中で最高級とされるおさしみ。
取れる量が少ないので、高価な一品。"
182,263,Sardine Sashimi,イワシのおさしみ,6,500,88,1,Icon_Item_Food_018,1,1,12,1,Freshly sliced sardine. Eat it with soy sauce.,"イワシを生のまま切り、盛り付けた料理。
しょうゆなどの調味料につけて食べる。"
179,264,Needlefish Sashimi,サヨリのおさしみ,6,300,34,1,Icon_Item_Food_015,1,1,12,1,Freshly sliced needlefish. Eat it with soy sauce.,"サヨリを生のまま切り、盛り付けた料理。
しょうゆなどの調味料につけて食べる。"
176,265,Pike Sashimi,サンマのおさしみ,6,150,13,1,Icon_Item_Food_012,1,1,12,1,Freshly sliced pike. Eat it with soy sauce.,"サンマを生のまま切り、盛り付けた料理。
しょうゆなどの調味料につけて食べる。"
188,266,Flounder Sashimi,ヒラメのおさしみ,6,2300,300,5,Icon_Item_Food_024,1,1,12,1,"Freshly sliced flounder. The edges are the most
valuable part.","ヒラメを生のまま切り、盛り付けた料理。
縁側と言われる部分は、非常に高価。"
186,267,Turbot Sashimi,カレイのおさしみ,6,1300,150,3,Icon_Item_Food_022,1,1,12,1,Freshly sliced turbot. The edges are very tasty.,"カレイを生のまま切り、盛り付けた料理。
カレイの縁側も美味とされる。"
193,268,Autumn Flounder Sashimi,色づくおさしみ,6,15800,3750,10,Icon_Item_Food_029,1,1,0,1,"Rare autumn flounder sashimi. Its edges are delicious
and help maintain one's beautiful glow.","なかなか取れないモミジヒラメのおさしみ。
モミジヒラメの縁側は、美容にいいらしい。"
180,269,Squid Sashimi,イカさし,6,300,29,1,Icon_Item_Food_016,1,1,12,1,Freshly sliced squid. Eat it with soy sauce.,"イカを生のまま切り、盛り付けた料理。
しょうゆなどの調味料につけて食べる。"
198,270,Sunsquid Sashimi,ジャマイカさし,6,64000,11800,13,Icon_Item_Food_034,1,1,0,1,"Passionately sliced sunsquid. Popular in certain
regions.","ジャマイカを生のまま切り、情熱的に
盛り付けた料理で、その味は一部で人気。"
192,271,Lamp Squid Sashimi,フーインイカさし,6,12000,2895,9,Icon_Item_Food_028,1,1,12,1,"Freshly sliced lamp squid. Once you eat its lamp,
your fate (and status) is sealed.","フーインイカを生のまま切った料理。
ランプの部分を食べると、封印状態になってしまう。"
196,272,Blowfish Sashimi,フグさし,6,36000,8800,12,Icon_Item_Food_032,1,1,0,1,"Thinly sliced fresh blowfish. So thin, in fact, you can
see the plate underneath!","フグをお皿の模様が見えるくらいに
うすく切り、盛り付けた料理。"
190,273,Lobster Sashimi,ロブスターのおさしみ,6,3800,1230,7,Icon_Item_Food_026,1,1,12,1,"Freshly peeled lobster. Slightly sweet, and particularly
popular among children.","ロブスターの殻をむき、盛り付けた料理。
甘味があり、子どもにも人気がある。"
184,274,Shrimp Sashimi,エビのおさしみ,6,680,125,2,Icon_Item_Food_020,1,1,12,1,Freshly peeled shrimp. Eat it with soy sauce.,"エビの殻をむいた後、盛り付けた料理。
しょうゆなどの調味料につけて食べる。"
347,275,Sunfish Sashimi,マンボウのさしみ,6,55000,10000,7,Icon_Item_Food_197,1,1,151,1,Freshly sliced sunfish. Enjoy it with soy sauce.,"マンボウを生のまま切り、盛り付けた料理。
しょうゆなどの調味料につけて食べる。"
353,276,Splendid Alfonsino Sashimi,キンメダイの刺身,6,5000,1500,7,Icon_Item_Food_198,1,1,151,1,"Freshly sliced splendid alfonsino. Enjoy it with soy
sauce.","キンメダイを生のまま切り、盛り付けた料理。
しょうゆなどの調味料につけて食べる。"
241,300,Stir-Fried Veggies,野菜いため,7,5000,1550,11,Icon_Item_Food_076,1,1,12,1,"Various vegetables fried together. Much better than
eating them raw. But then again, frying makes
anything better!","色々な野菜をあわせていためた料理。
生のままよりも食べやすくなっている。"
